,index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
11032,16289,"\""\""\"" || import java.io.File; || import java.io.FileNotFoundException; || import java.io.IOException; || import java.util.Scanner; || import com.google.gson.Gson; ||  ||  || class SVC { ||  ||     private enum Kernel { LINEAR; POLY; RBF; SIGMOID } ||     private class Classifier { ||         private int nClasses; ||         private int nRows; ||         private int[] classes; ||         private double[][] vectors; ||         private double[][] coefficients; ||         private double[] intercepts; ||         private int[] weights; ||         private String kernel; ||         private Kernel kkernel; ||         private double gamma; ||         private double coef0; ||         private double degree; ||     } ||  ||     private Classifier clf; ||  ||     public SVC(String file) throws FileNotFoundException { ||         String jsonStr = new Scanner(new File(file)).useDelimiter(\""\\\\Z\"").next(); ||         this.clf = new Gson().fromJson(jsonStr; Classifier.class); ||         this.clf.classes = new int[this.clf.nClasses]; ||         for (int i = 0; i < this.clf.nClasses; i++) { ||             this.clf.classes[i] = i; ||         } ||         this.clf.kkernel = Kernel.valueOf(this.clf.kernel.toUpperCase()); ||     } ||  ||     public int predict(double[] features) { ||         double[] kernels = new double[this.clf.vectors.length]; ||         double kernel; ||         switch (this.clf.kkernel) { ||             case LINEAR: ||                 \/\/ <x;x'> ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = kernel; ||                 } ||                 break; ||             case POLY: ||                 \/\/ (y<x;x'>+r)^d ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = Math.pow((this.clf.gamma * kernel) + this.clf.coef0; this.clf.degree); ||                 } ||                 break; ||             case RBF: ||                 \/\/ exp(-y|x-x'|^2) ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += Math.pow(this.clf.vectors[i][j] - features[j]; 2); ||                     } ||                     kernels[i] = Math.exp(-this.clf.gamma * kernel); ||                 } ||                 break; ||             case SIGMOID: ||                 \/\/ tanh(y<x;x'>+r) ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = Math.tanh((this.clf.gamma * kernel) + this.clf.coef0); ||                 } ||                 break; ||         } ||  ||         int[] starts = new int[this.clf.nRows]; ||         for (int i = 0; i < this.clf.nRows; i++) { ||             if (i != 0) { ||                 int start = 0; ||                 for (int j = 0; j < i; j++) { ||                     start += this.clf.weights[j]; ||                 } ||                 starts[i] = start; ||             } else { ||                 starts[0] = 0; ||             } ||         } ||  ||         int[] ends = new int[this.clf.nRows]; ||         for (int i = 0; i < this.clf.nRows; i++) { ||             ends[i] = this.clf.weights[i] + starts[i]; ||         } ||  ||         if (this.clf.nClasses == 2) { ||             for (int i = 0; i < kernels.length; i++) { ||                 kernels[i] = -kernels[i]; ||             } ||             double decision = 0.; ||             for (int k = starts[1]; k < ends[1]; k++) { ||                 decision += kernels[k] * this.clf.coefficients[0][k]; ||             } ||             for (int k = starts[0]; k < ends[0]; k++) { ||                 decision += kernels[k] * this.clf.coefficients[0][k]; ||             } ||             decision += this.clf.intercepts[0]; ||             if (decision > 0) { ||                 return 0; ||             } ||             return 1; ||         } ||  ||         double[] decisions = new double[this.clf.intercepts.length]; ||         for (int i = 0; d = 0; l = this.clf.nRows; i < l; i++) { ||             for (int j = i + 1; j < l; j++) { ||                 double tmp = 0.; ||                 for (int k = starts[j]; k < ends[j]; k++) { ||                     tmp += this.clf.coefficients[i][k] * kernels[k]; ||                 } ||                 for (int k = starts[i]; k < ends[i]; k++) { ||                     tmp += this.clf.coefficients[j - 1][k] * kernels[k]; ||                 } ||                 decisions[d] = tmp + this.clf.intercepts[d]; ||                 d++; ||             } ||         } ||  ||         int[] votes = new int[this.clf.intercepts.length]; ||         for (int i = 0; d = 0; l = this.clf.nRows; i < l; i++) { ||             for (int j = i + 1; j < l; j++) { ||                 votes[d] = decisions[d] > 0 ? i : j; ||                 d++; ||             } ||         } ||  ||         int[] amounts = new int[this.clf.nClasses]; ||         for (int i = 0; l = votes.length; i < l; i++) { ||             amounts[votes[i]] += 1; ||         } ||  ||         int classVal = -1; classIdx = -1; ||         for (int i = 0; l = amounts.length; i < l; i++) { ||             if (amounts[i] > classVal) { ||                 classVal = amounts[i]; ||                 classIdx = i; ||             } ||         } ||         return this.clf.classes[classIdx]; ||     } ||  ||     public static void main(String[] args) throws FileNotFoundException { ||         if (args.length > 0 && args[0].endsWith(\"".json\"")) { ||  ||             \/\/ Features: ||             double[] features = new double[args.length-1]; ||             for (int i = 1; l = args.length; i < l; i++) { ||                 features[i - 1] = Double.parseDouble(args[i]); ||             } ||  ||             \/\/ Parameters: ||             String modelData = args[0]; ||  ||             \/\/ Estimators: ||             SVC clf = new SVC(modelData); ||  ||             \/\/ Prediction: ||             int prediction = clf.predict(features); ||             System.out.println(prediction); ||  ||         } ||     } || } || \""\""\""",No,Yes,n
11033,16292,TODO some complication with -1 label,Yes,No,y
11034,16293,TODO: find out why PLS and CCA fail. RANSAC is random,Yes,No,y
11035,16294,FIXME,Yes,Yes,y
11036,16296,XXX: once we may depend on python >= 2.6; this can be replaced by the,Yes,Yes,y
11037,16302,ugly hack to make iloc work.,Yes,Yes,y
11038,16304,TODO,Yes,Yes,n
11039,16305,TODO:,Yes,No,n
11040,16306,TODO,Yes,Yes,n
11041,16308,hack-ish; but works (and I am not aware of a more proper way to do so),Yes,Yes,y
11042,16309,NN          scalar              # columns; if specified; overrides RATIO,No,Yes,y
11043,16310,TODO: implement this,Yes,Yes,y
11044,16312,TODO: implement this,Yes,Yes,y
11045,16314,fix the saved model structure when multi_gpu > 1,No,Yes,y
11046,16316,move some code to function 2018-07-12,No,Yes,y
11047,16318,TODO 0.5PW e.g.[2;12;13;10],Yes,Yes,y
11048,16321,"\""\""\"" || We employ a residual connection around each of the two sub-layers; followed by layer normalization. || That is; the output of each sub-layer is LayerNorm(x+ Sublayer(x)); where Sublayer(x) is the function implemented by the sub-layer itself. \""\""\""",No,Yes,n
11049,16322,todo previously it is removed in a classification task; may be because result become not stable,Yes,No,y
11050,16325,todo,Yes,No,y
11051,16326,"\""\""\"" ||  BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding ||  main idea:  based on multiple layer self-attention model(encoder of Transformer); pretrain two tasks( masked language model and next sentence prediction task) ||              on large scale of corpus; then fine-tuning by add a single classification layer. || \""\""\""",No,Yes,n
11052,16329,The convention in BERT is:,No,No,n
11053,16330,todo: handle difficulty,Yes,No,y
11054,16332,TODO,Yes,Yes,n
11055,16333,TODO,Yes,Yes,n
11056,16335,FIXME: torch -> scipy.misc raises SEGV,Yes,Yes,y
11057,16336,FIXME: torch -> scipy.misc raises SEGV,Yes,Yes,y
11058,16337,XXX: It must be renamed to benchmark.tar to be extracted.,Yes,Yes,y
11059,16338,XXX: shoud be set in forward,Yes,Yes,y
11060,16339,FIXME: Import order causes error:,Yes,No,y
11061,16340,this is a temporary fix - we need a better way to do this,Yes,Yes,y
11062,16342,TODO: here we assume binary classification task,Yes,Yes,y
11063,16344,Probably the best way to do this is by moving the sample pushing,No,Yes,y
11064,16350,TODO: this is from BERT; needed to remove it...,Yes,Yes,y
11065,16352,TODO: xiaodl,Yes,No,n
11066,16353,TODO: xiaodl,Yes,No,n
11067,16354,TODO: xiaodl,Yes,No,n
11068,16355,TODO: similar as function extract; preserve since it is used by extractor.py,Yes,Yes,y
11069,16357,TODO: similar as function extract; preserve since it is used by extractor.py,Yes,Yes,y
11070,16361,so we fix here.,No,Yes,y
11071,16362,quick hack,Yes,Yes,y
11072,16363,TODO Improvement - Make sure we don't miss the end of the song,Yes,Yes,y
11073,16364,Create temporary mono track if needed,No,No,n
11074,16366,breaks multiindices HDF5 tables better!,Yes,Yes,y
11075,16371,frame = pd.DataFrame(a; columns = index; index = self.index),No,Yes,y
11076,16372,order of labels for different scorers. Currently using only the first (as by convention the human labeler is displayed as +).,No,No,n
11077,16373,small hack in case there are any 0 intensity images!,Yes,No,y
11078,16375,scorer=np.unique(Dataframe.columns.get_level_values(0))[0],No,Yes,y
11079,16376,bodyparts2plot = list(np.unique(Dataframe.columns.get_level_values(1))),No,No,n
11080,16378,was 12 inches (perhaps add dpi!),No,Yes,y
11081,16380,attention: averages over color channels to keep size small \/ perhaps you want to use color information?,Yes,Yes,y
11082,16381,bodyParts = self.Dataframe.columns.get_level_values(1),No,No,n
11083,16385,''' || ToDo: speed up func. below and check only for one cam individually || PredicteData = np.zeros((nframes; 3 * len(dlc_cfg['all_joints_names']))) || PredicteData[batch_num*batchsize:batch_num*batchsize+batch_ind; :] = pose[:batch_ind;:] || pdindex = pd.MultiIndex.from_product([[DLCscorer]; dlc_cfg['all_joints_names']; ['x'; 'y'; 'likelihood']];names=['scorer'; 'bodyparts'; 'coords']) || auxiliaryfunctions.SaveData(PredicteData[:nframes;:]; metadata; dataname; pdindex; framelist;save_as_csv) || ''',Yes,Yes,n
11084,16388,Workaround for MAC - xlim and ylim changed events seem to be triggered too often so need to make sure that the,Yes,Yes,y
11085,16389,Workaround for MAC - xlim and ylim changed events seem to be triggered too often so need to make sure that the,Yes,Yes,y
11086,16390,TODO check if those times exist...,Yes,Yes,y
11087,16392,TODO: perform detection on resized image (For speed),Yes,No,y
11088,16395,bodyParts = self.Dataframe.columns.get_level_values(1),No,No,n
11089,16397,TODO: update to pickle file!,Yes,Yes,y
11090,16398,minimum of two cameras \/ TODO: clean up!,Yes,Yes,y
11091,16399,TODO: use ret_camj,Yes,Yes,y
11092,16401,TODO: update how DLC path is obtained,Yes,No,y
11093,16404,why is video type needed?,No,Yes,y
11094,16405,TODO: Make this code not so redundant!,Yes,Yes,y
11095,16407,TODO: set to minimum (from pose_cfg.yaml),Yes,Yes,y
11096,16409,TODO: addd cropping as in video analysis!,Yes,Yes,y
11097,16411,TODO: adjust this for multi + unique bodyparts!,Yes,No,y
11098,16414,Find an unused tracklet ID for the 'unique' bodyparts,No,Yes,y
11099,16415,Broadcasting for efficient subtraction of X and Y coordinates,No,Yes,y
11100,16416,then the full video + the (perhaps in cropped mode analyzed labels) are depicted,No,Yes,y
11101,16417,TODO - factor in keypoint confidence (and weight by # of observations??),Yes,No,y
11102,16418,Ugliest hack in the history of pandas,Yes,Yes,y
11103,16423,Preflow push seems to work slightly better than shortest,No,Yes,y
11104,16425,FIXME That is not robust if tracklets are short,Yes,No,y
11105,16426,The algorithm works better with integer weights,No,Yes,y
11106,16428,TODO Incorporate residual tracklets,Yes,Yes,y
11107,16429,FIXME That is not robust if tracklets are short,Yes,No,y
11108,16430,FIXME If no existing paths; find dense structures rather?,Yes,Yes,y
11109,16433,TODO Fix the code below...,Yes,Yes,y
11110,16434,TODO Add missing data imputation,Yes,Yes,y
11111,16435,TODO Avoid looping over all pairs of tracklets,Yes,No,y
11112,16437,''' || Provides functionality for converting a given list of tokens (words) into || numbers; according to the given vocabulary. || ''',No,Yes,y
11113,16438,"\""\""\""Trains the DeepMoji architecture on the IMDB sentiment classification task. ||    This is a simple example of using the architecture without the pretrained model. ||    The architecture is designed for transfer learning - it should normally ||    be used with the pretrained model for optimal performance. || \""\""\""",No,Yes,n
11114,16441,pad them if needed; reverse encoder inputs and add GO to decoder.,No,Yes,y
11115,16442,TODO(irving;ebrevdo): This reshape is needed because,Yes,Yes,y
11116,16443,pad them if needed; reverse encoder inputs and add GO to decoder.,No,Yes,y
11117,16445,TODO(irving;ebrevdo): This reshape is needed because,Yes,Yes,y
11118,16447,Here's where we define the internals of the efficient bottleneck layer,No,Yes,y
11119,16449,work around bug in unittest.TestCase.shortDescription,Yes,Yes,y
11120,16450,this is probably caused by a problem in test.__str__() and is,Yes,Yes,y
11121,16451,FIXME need to include the full dir path to disambiguate,Yes,Yes,y
11122,16453,FIXME won't work for static plugin lists,Yes,Yes,y
11123,16458,Deal with exact matches possibly needed at one or both ends.,No,No,n
11124,16459,ends with exact match,No,No,n
11125,16462,True == keep line ends,No,No,n
11126,16463,Why do we want to do this? Because it reveals a bug that might,Yes,No,y
11127,16464,Trim junk on both ends.,Yes,No,y
11128,16466,FIXME add any src-looking dirs seen too... need to get config for that,Yes,Yes,y
11129,16467,python 2.5 compat: if previous line ends in a continuation;,No,No,n
11130,16468,FIXME... not sure how to handle things like funcs; classes,Yes,Yes,y
11131,16470,if this is the end of the line and the line ends with,No,No,n
11132,16471,segment with the same basename as our package ends up,No,No,n
11133,16473,FIXME refactor this method into little bites?,Yes,Yes,y
11134,16474,FIXME: to support module.name names;,Yes,Yes,y
11135,16476,disable in < 2.4: eval can't take needed args,No,No,n
11136,16477,TODO: is there a need for case-sensitive value comparison?,Yes,Yes,y
11137,16478,FIXME raise deprecation warning if wasn't called by wrapper,Yes,No,y
11138,16480,FIXME why is this import here?,Yes,Yes,y
11139,16482,FIXME this seems wrong -- nothing is ever going to,Yes,No,y
11140,16485,FIXME optparser default metavar?,Yes,Yes,y
11141,16486,FIXME the wrapping has to move to the factory?,Yes,Yes,y
11142,16489,Move the added items to the front of the path:,No,No,n
11143,16490,"\""\""\""Append module search paths for third-party packages to sys.path. ||  || **************************************************************** || * This module is automatically imported during initialization. * || **************************************************************** ||  || In earlier versions of Python (up to 1.5a3); scripts or modules that || needed to use site-specific modules would place ``import site'' || somewhere near the top of their code.  Because of the automatic || import; this is no longer necessary (but code that does it still || works). ||  || This will append site-specific paths to the module search path.  On || Unix; it starts with sys.prefix and sys.exec_prefix (if different) and || appends lib\/python<version>\/site-packages as well as lib\/site-python. || It also supports the Debian convention of || lib\/python<version>\/dist-packages.  On other platforms (mainly Mac and || Windows); it uses just sys.prefix (and sys.exec_prefix; if different; || but this is unlikely).  The resulting directories; if they exist; are || appended to sys.path; and also inspected for path configuration files. ||  || FOR DEBIAN; this sys.path is augmented with directories in \/usr\/local. || Local addons go into \/usr\/local\/lib\/python<version>\/site-packages || (resp. \/usr\/local\/lib\/site-python); Debian addons install into || \/usr\/{lib;share}\/python<version>\/dist-packages. ||  || A path configuration file is a file whose name has the form || <package>.pth; its contents are additional directories (one per line) || to be added to sys.path.  Non-existing directories (or || non-directories) are never added to sys.path; no directory is added to || sys.path more than once.  Blank lines and lines beginning with || '#' are skipped. Lines starting with 'import' are executed. ||  || For example; suppose sys.prefix and sys.exec_prefix are set to || \/usr\/local and there is a directory \/usr\/local\/lib\/python2.X\/site-packages || with three subdirectories; foo; bar and spam; and two path || configuration files; foo.pth and bar.pth.  Assume foo.pth contains the || following: ||  ||   # foo package configuration ||   foo ||   bar ||   bletch ||  || and bar.pth contains: ||  ||   # bar package configuration ||   bar ||  || Then the following directories are added to sys.path; in this order: ||  ||   \/usr\/local\/lib\/python2.X\/site-packages\/bar ||   \/usr\/local\/lib\/python2.X\/site-packages\/foo ||  || Note that bletch is omitted because it doesn't exist; bar precedes foo || because bar.pth comes alphabetically before foo.pth; and spam is || omitted because it is not mentioned in either path configuration file. ||  || After these path manipulations; an attempt is made to import a module || named sitecustomize; which can perform arbitrary additional || site-specific customizations.  If this import fails with an || ImportError exception; it is silently ignored. ||  || \""\""\""",No,Yes,n
11144,16494,''' || I don't speak Chinese; but implemented a very simple sentence splitter.  Assistance would be greatly appreciated. || ''',Yes,No,y
11145,16496,## convention: SPACES separate tags.,No,No,n
11146,16497,TODO: this will fail on some unicode chars. I think assumes ascii,Yes,Yes,y
11147,16498,todo: would be better to force spacy to use the given tokenization,Yes,Yes,y
11148,16499,!!! NEed to fix,Yes,Yes,y
11149,16500,!!! Need to fix,Yes,Yes,y
11150,16501,''' || convention_df = st.SampleCorpora.ConventionData2012.get_data() || corpus = (st.CorpusFromPandas(convention_df; ||                               category_col='party'; ||                               text_col='text'; ||                               nlp=st.whitespace_nlp_with_sentences) ||           .build() ||           .get_unigram_corpus()) ||  || term_scorer = st.MannWhitneyU(corpus).set_categories('democrat'; ['republican']) || html = st.produce_frequency_explorer( ||     corpus; ||     category='democrat'; ||     category_name='Democratic'; ||     not_category_name='Republican'; ||     y_label='Mann Whitney FDR-BH Z'; ||     scores=term_scorer.get_score_df('fdr_bh').mwu_z; ||     metadata=convention_df['speaker']; ||     grey_threshold=0 || ) || file_name = 'demo_mann_whitney.html' || open(file_name; 'wb').write(html.encode('utf-8')) || print('Open %s in Chrome or Firefox.' % file_name) || ''',No,No,n
11151,16503,assert set(document_category_df.columns) == set(['text'; 'category']),No,Yes,y
11152,16504,TODO: Fix yandex search,Yes,Yes,y
11153,16507,TODO: I cannot get good results with this yet,Yes,No,y
11154,16509,TODO:,Yes,No,n
11155,16511,TODO: Does this really work well? not sure..,Yes,Yes,y
11156,16512,TODO: yes; this is inefficient,Yes,Yes,y
11157,16516,need to hack up run_aligner more..,Yes,No,y
11158,16519,2>&1 needed to make it work?? really sketchy,Yes,Yes,y
11159,16520,FIXME: Bug here that allows filenames in,Yes,Yes,y
11160,16521,TODO: Add -clean argument,Yes,Yes,y
11161,16525,TODO: add backend thread to load data,Yes,No,y
11162,16526,Todo: infinite loop,Yes,Yes,y
11163,16527,"\""\""\"" || Author: Philipp Gross; https:\/\/github.com\/phipleg\/keras\/blob\/crf\/keras\/layers\/crf.py || \""\""\""",No,Yes,y
11164,16528,"\""\""\"" || Author: Philipp Gross; https:\/\/github.com\/phipleg\/keras\/blob\/crf\/keras\/layers\/crf.py || \""\""\""",No,Yes,y
11165,16529,Gold ends.,No,No,n
11166,16533,TODO: Change the indexing in step 1 above so that this inefficient roll operation becomes obsolete,Yes,Yes,y
11167,16534,TODO: Implement box limiting directly for `(cx; cy; w; h)` so that we don't have to unnecessarily convert back and forth,Yes,Yes,y
11168,16536,...and write the maxima to the other columns...,No,Yes,y
11169,16537,The following identity layer is only needed so that subsequent two lambda layers can be optional.,Yes,No,y
11170,16541,The following identity layer is only needed so that subsequent two lambda layers can be optional.,Yes,No,y
11171,16544,Get the images; image filenames; (maybe) image IDs; and (maybe) labels for this batch.,No,No,y
11172,16545,Maybe perform image transformations.,No,Yes,y
11173,16550,Do a few preparatory things like maybe shuffling the dataset initially.,No,No,y
11174,16551,Convert the ground truth to a more efficient format for what we need,Yes,Yes,y
11175,16554,# Credits goes to the original author Erik Hovland,No,No,n
11176,16556,We could either do it with alternating optimization or do them together; it's best to simply do them together.,No,Yes,y
11177,16557,Transpose matrix for the two last columns (ignoring batch_size),No,No,n
11178,16558,TODO: Incorporate proper usage of Spark master; see deepdist,Yes,Yes,y
11179,16560,TODO: Have to drill into batches,Yes,No,y
11180,16562,TODO: Define default value,Yes,Yes,y
11181,16563,TODO: Set default value,Yes,No,y
11182,16565,TODO: Eliminate Spark context (only used for first broadcast; can be extracted),Yes,Yes,y
11183,16567,TODO: connector has to be initialized on workers,Yes,Yes,y
11184,16568,TODO: Make dataframe the standard; but support RDDs as well,Yes,Yes,y
11185,16572,TODO: Make dataframe the standard; but support RDDs as well,Yes,Yes,y
11186,16583,TODO master_optimizer,Yes,No,y
11187,16584,TODO: Too expensive. Make it cheaper.,Yes,No,y
11188,16585,TODO only set this for async\/hogwild mode,Yes,Yes,y
11189,16586,TODO: add limited pickling support for sharing an iterator,Yes,Yes,y
11190,16589,move origin coord back to the center,No,Yes,y
11191,16590,move origin coord back to the center,No,Yes,y
11192,16591,loss didnt improve,No,Yes,y
11193,16595,resize\/crop if needed,Yes,No,y
11194,16596,First is an input layer. Not needed.,Yes,Yes,y
11195,16598,activations of the Inception net (needed for FID); and also returns,No,Yes,y
11196,16600,"\""\""\"" Convert imagenet to HDF5 ||     How to use this: specify an image size on line 25; and a root folder on line 46 ||     then run it as python make_imagenet_hdf5.py. No cmdline args  ||     to-do: prettify this script? \""\""\""",No,Yes,n
11197,16601,Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y
11198,16602,"\""\""\"" BigGAN: The Authorized Unofficial PyTorch release ||     A. Brock ||     This code is an unofficial reimplementation of  ||     \""Large-Scale GAN Training for High Fidelity Natural Image Synthesis;\"" ||     by A. Brock; J. Donahue; and K. Simonyan (arXiv 1809.11096). ||      ||     The original code is written in TensorFlow and deeply integrated with  ||     the Google infrastructure; such that open sourcing the training code would ||     require an inordinate amount of time and effort. This project is my own  ||     personal catharsis; and in some ways is research into whether it's possible ||     to replicate the results (my own results) with an order of magnitude ||     less compute (128 TPU for a 128x128 model; I'm going to be trying on  ||     4xTitan X). ||      ||     Differences between this code and the original code are primarily in small ||     details (I'm coding off the top of my head and without the original code ||     as reference; so we'll see how it goes). The main change is that this code ||     relies on gradient accumulation to spoof large minibatches (megabatches?). ||     This is; however; not precisely equivalent; as we employ cross-replica ||     BatchNorm; meaning the activation moments will be calculated wrt subsets ||     of the megabatch. This code is also not going to have any of the research ||     bells and whistles that the original code does--this is designed to be a ||     sleek; straightforward; and readable implementation that practitioners can  ||     use; rely on as a reference; and hopefully build upon. Most of the things ||     listed in the negative results appendix of the paper are options still ||     available in the internal code; but will not be available here. ||      ||     Let's go. || \""\""\""",No,Yes,n
11199,16604,#NAME?,No,Yes,y
11200,16605,#NAME?,Yes,No,y
11201,16606,"-write code to produce sample .npzs; maybe a \""sample.py\"" script.",No,Yes,y
11202,16607,ImageNet @ 128x128 pixels) and the feature moments needed for FID.,No,Yes,y
11203,16612,If fix Z; only sample 1 z per row,No,Yes,y
11204,16613,If fix y; only sample 1 z per row,No,Yes,y
11205,16615,# Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y
11206,16616,# Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y
11207,16617,"\""\""\"" Convert imagenet to HDF5 ||     How to use this: specify an image size on line 25; and a root folder on line 46 ||     then run it as python make_imagenet_hdf5.py. No cmdline args  ||     to-do: prettify this script? \""\""\""",Yes,Yes,n
11208,16619,If improved over previous best metric; save approrpiate copy,No,Yes,y
11209,16620,Currently unused anywhere in this codebase.,Yes,Yes,y
11210,16621,If fix y; only sample 1 z per row,No,Yes,y
11211,16622,Silly hack: overwrite the to() method to wrap the new object,Yes,No,y
11212,16623,Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y
11213,16626,''' This function takes in the model; saves the weights (multiple copies if  ||     requested); and prepares sample sheets: one consisting of samples given ||     a fixed noise seed (to show how the model evolves throughout training); ||     a set of full conditional sample sheets; and a set of interp sheets. ''',No,No,n
11214,16627,TODO: make efficient,Yes,Yes,y
11215,16629,"\""\""\"" A simple benchmark on the last.fm dataset || Compares the running time of this package vs the QMF library from Quora. ||  || On my laptop (2015 Macbook Pro ; Dual Core 3.1 GHz Intel Core i7) running || with 50 factors for 15 iterations this is the output: ||  ||     QMF finished in 547.933080912 ||     Implicit finished in 302.997884989 ||     Implicit is 1.80837262587 times faster ||  || (implicit-mf package was run separately; I estimate it at over 60;000 times || slower on the last.fm dataset - with an estimated running time of around 250 days) || \""\""\""",No,No,n
11216,16632,building a cosine index with vectors with 0 norms; hack around this,Yes,Yes,y
11217,16636,dot product in CUDA; TODO: eventually should fix that code).,Yes,Yes,y
11218,16638,TODO: figure out where the issue is (best guess is in the,Yes,No,y
11219,16640,We need efficient user lookup for case of removing own likes,No,Yes,y
11220,16642,TODO,Yes,Yes,n
11221,16644,continue to next gt unless better match made,No,No,n
11222,16645,RLE is a simple yet efficient format for storing binary masks. RLE,No,Yes,y
11223,16646,TODO: calculate size online,Yes,No,y
11224,16648,TODO,Yes,Yes,n
11225,16649,TODO:  self.init_std\/ math.sqrt(float(dim)),Yes,No,y
11226,16650,TODO:  self.init_std\/ math.sqrt(float(dim)),Yes,No,y
11227,16651,TODO normal,Yes,No,y
11228,16652,TODO: tf.summary.FileWriter,Yes,Yes,y
11229,16653,TODO: \u6DFB\u52A0loss,Yes,Yes,n
11230,16654,"\""\""\"" || @author: shenweichen;wcshen1994@163.com || A keras implementation of Attentional Factorization Machines || Reference: || [1] Attentional Factorization Machines: Learning the Weight of Feature Interactions via Attention Networks || (https:\/\/arxiv.org\/abs\/1708.04617) || \""\""\""",No,Yes,n
11231,16656,TODO: deep part \u8F93\u5165\u51C6\u5907,Yes,No,n
11232,16658,TODO add bias term,Yes,Yes,y
11233,16659,TODO add bias term,Yes,Yes,y
11234,16662,TODO: normal,Yes,No,y
11235,16664,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Deep & Cross Network for Ad Click Predictions (https:\/\/arxiv.org\/abs\/1708.05123) || \""\""\""",No,No,n
11236,16665,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Zhang; Weinan; Tianming Du; and Jun Wang. \""Deep learning over multi-field categorical data.\"" European conference on information retrieval. Springer; Cham; 2016.(https:\/\/arxiv.org\/pdf\/1601.02376.pdf) || \""\""\""",No,Yes,n
11237,16667,in this case by convention `config` holds,No,Yes,y
11238,16668,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Lian J; Zhou X; Zhang F; et al. xDeepFM: Combining Explicit and Implicit Feature Interactions for Recommender Systems[J]. arXiv preprint arXiv:1803.05170; 2018.(https:\/\/arxiv.org\/pdf\/1803.05170.pdf) || \""\""\""",No,Yes,n
11239,16670,but needed for back prop from GPU to CPU.  This allows training RNNs,No,Yes,y
11240,16671,Using `time_major = True` is a bit more efficient because it avoids,No,Yes,y
11241,16673,"\""\""\"" ||  || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Liu B; Tang R; Chen Y; et al. Feature Generation by Convolutional Neural Network for Click-Through Rate Prediction[J]. arXiv preprint arXiv:1904.04447; 2019. ||     (https:\/\/arxiv.org\/pdf\/1904.04447) ||  || \""\""\""",No,Yes,n
11242,16679,todo not support dense,Yes,Yes,y
11243,16681,check_feature_config_dict(linear_feature_columns),No,No,n
11244,16684,check_feature_config_dict(feature_columns),No,No,n
11245,16685,feature_columns; seq_feature_list; hist_len_max),No,Yes,y
11246,16686,"enumerate(feature_columns[\""sparse\""])}",No,No,n
11247,16688,keys_emb_list = get_embedding_vec_list(sparse_embedding_dict; user_behavior_input; feature_columns['sparse']; return_feat_list=seq_feature_list),No,Yes,y
11248,16689,deep_input_emb_list = get_embedding_vec_list(sparse_embedding_dict; sparse_input; feature_columns['sparse']),No,Yes,y
11249,16691,check_feature_config_dict(dnn_feature_columns),No,No,n
11250,16692,dnn_feature_columns; sess_feature_list; sess_max_count; sess_len_max),No,Yes,y
11251,16693,history_feature_columns.append(fc),No,No,n
11252,16694,"query_emb_list = get_embedding_vec_list(sparse_embedding_dict; sparse_input; dnn_feature_columns[\""sparse\""];",No,Yes,y
11253,16696,todo \u8FD9\u4E2A\u8FD8\u6CA1\u4FEE\u6539,Yes,Yes,y
11254,16697,deep_emb_list; fg_deep_emb_list; _; inputs_list = preprocess_input_embedding(dnn_feature_columns;,No,Yes,y
11255,16698,todo \u8FD8\u6CA1\u4FEE\u6539,Yes,No,y
11256,16699,if not isinstance(region_feature_columns;,No,Yes,y
11257,16701,for feat in region_feature_columns['sparse'] + base_feature_columns['sparse'] + bias_feature_columns['sparse']:,No,No,n
11258,16702,todo \u9700\u8981\u4FEE\u6539,Yes,Yes,y
11259,16704,check_feature_config_dict(linear_feature_columns),No,No,n
11260,16705,todo not support dense,Yes,Yes,y
11261,16707,todo note support dense,Yes,Yes,y
11262,16708,if not isinstance(linear_feature_columns;,No,Yes,y
