Comment,MLTD
"\""\""\"" || Basic data classes for representing feature structures.  A X{feature || structure} is a mapping from feature names to feature values; where: ||  ||   - Each X{feature name} is a case sensitive string. ||   - Each X{feature value} can be a base value (such as a string); a ||     variable; or a nested feature structure. ||  || Feature structures are typically used to represent partial information || about objects.  A feature name that is not mapped to a value stands || for a feature whose value is unknown (I{not} a feature without a || value).  Two feature structures that represent (potentially || overlapping) information about the same object can be combined by || X{unification}.  When two inconsistent feature structures are unified; || the unification fails and returns C{None}. ||  || Features can be specified using X{feature paths}; or tuples of feature || names that specify path through the nested feature structures to a || value.  Feature structures may contain reentrant feature values.  A || X{reentrant feature value} is a single feature value that can be || accessed via multiple feature paths.  Unification preserves the || reentrance relations imposed by both of the unified feature || structures.  In the feature structure resulting from unification; any || modifications to a reentrant feature value will be visible using any || of its feature paths.  Feature structures may also contain X{cyclic || feature values}; i.e.; values that recursively contain themself. ||  || Feature structure variables are encoded using the L{nltk.sem.Variable} || class.  The variables' values are tracked using a X{bindings} || dictionary; which maps variables to their values.  When two feature || structures are unified; a fresh bindings dictionary is created to || track their values; and before unification completes; all bound || variables are replaced by their values.  Thus; the bindings || dictionaries are usually strictly internal to the unification process. || However; it is possible to track the bindings of variables if you || choose to; by supplying your own initial bindings dictionary to the || L{unify() <FeatStruct.unify>} method. ||  || When unbound variables are unified with one another; they become || X{aliased}.  This is encoded by binding one variable to the other. ||  || @todo: add a fail parameter to unify?  This would be a function that ||    would be called if unificaiton fails; it could either raise a ||    UnificationFailure error; or return a value.  How would this be ||    useful?  Well; one example is that it could be used to find a ||    \""diff\"" between two feature structures -- i.e.; a list of all ||    feature paths with different values.  Anyway; the old version had ||    it.  Ask steven why it was introduced? ||  || @todo: Figure out yaml support.  Do we need any? ||  || @todo: support for mutable feature structures? ||  || @todo: define __div__ for feature structures? ||  || relative to category; we don't define... ||   - .symbol (we're not a Nonterminal) ||   - .head() ||   - .feature_names(); .has_features() -- eh ||   - .to_yaml() and .from_yaml() ||   - parsing of cfgs.. ||  || \""\""\""",No
TODO: Add FeatureProduction; with a better def. of __str__:,Yes
Todo : can come up with more complicated features set for better performance.,Yes
Todo : can come up with more complicated features set for better,No
TODO: Support extract features from multiple layers,Yes
TODO add a check for min_features; e.g. d<=3 & max_features as well,Yes
TODO: failed due to sklearn uses 2 feature examples.,Yes
TODO: formulate this on the basis of _FEATURE_MASK,Yes
TODO document this feature or remove it,Yes
TODO perhaps I can have two arguments: one to specify feature type (which determines the reader); and another,Yes
TODO generate visualizations for each feature set as well as a comparative summary!,Yes
TODO need to devise a way to avoid re-reading all the features from scratch every time.,Yes
TODO if feature names are implemented; save them too,Yes
TODO to achieve feature- or method-level parallization;,No
TODO new feature: add additional metrics such as PPV,Yes
TODO optimize the num features to select as part of grid search,Yes
TODO: DynamicFeaturesAdder,Yes
TODO: ShapeFeaturesAdder,Yes
todo (tchaton) awaiting this feature to move upstream to DeepSpeed,Yes
#TODO: add user features and concat here; use usergraph.extend,Yes
TODO: MultiFeature class (like for minhash features),Yes
TODO: Grabs features; builds an Extractor chain; can check db for,Yes
TODO: MultiFeature class (like for minhash features),No
TODO: Lazily compute unstored features when requested,Yes
TODO: ExtractorChain.prune() that can take multiple features and tests,Yes
TODO: return every frame of this feature shuffled,Yes
TODO: tf\/idf on features,Yes
TODO: nbits could be inferred from the feature,Yes
TODO: Should I just expect input from the AutoCorrelation feature?,No
TODO: Should I do a sub-database per feature; or organize the keys as,No
TODO(rohanj): This is a hack to get around not depending on feature_column and,Yes
FIXME: NOT WORKING. PLEASE FIX ME. There seem to be something wrong with the n-gram features.,Yes
FIXME: the iris dataset has only 4 features!,Yes
TODO: test also n_samples > n_features,Yes
TODO: feature request OpenML.,Yes
TODO: pass in a list of expected nominal features,Yes
TODO: this should be `feature_names_in_` when we start having it,Yes
TODO: Remove parametrization in 0.24 when None is removed for FeatureUnion,Yes
TODO: also call _check_n_features(reset=False) in 0.24,Yes
TODO: complexity is O(n_categorical_features * 255). Maybe this is,No
TODO: add PolynomialFeatures if it moves to _polynomial.py,Yes
"\""\""\"" || _import(\""data.sample\"") || _import(\""data.outliers\"") || _import(\""data.preprocess\"") || _import(\""data.preprocess.scaling\"") || _import(\""data.utils\"") || _import(\""data.discretization\"") || _import(\""data.continuization\"") || _import(\""data.filter\"") || _import(\""data.imputation\"") ||  || _import(\""feature\"") || _import(\""feature.construction\"") || _import(\""feature.construction.functionDecomposition\"") || _import(\""feature.construction.univariate\"") || _import(\""feature.discretization\"") || _import(\""feature.imputation\"") || _import(\""feature.scoring\"") || _import(\""feature.selection\"") ||  || _import(\""network\"") ||  || _import(\""stat\"") ||  || _import(\""statistics\"") || _import(\""statistics.estimate\"") || _import(\""statistics.contingency\"") || _import(\""statistics.distribution\"") || _import(\""statistics.basic\"") || _import(\""statistics.evd\"") ||  || _import(\""classification\"") || _import(\""classification.tree\"") ||  || _import(\""classification.rules\"") ||  || _import(\""classification.lookup\"") || _import(\""classification.bayes\"") || _import(\""classification.svm\"") || _import(\""classification.logreg\"") || _import(\""classification.knn\"") || _import(\""classification.majority\"") ||  || _import(\""tuning\"") ||  || _import(\""projection\"") || _import(\""projection.linear\"") || _import(\""projection.mds\"") || _import(\""projection.som\"") ||  || _import(\""ensemble\"") || _import(\""ensemble.bagging\"") || _import(\""ensemble.boosting\"") || _import(\""ensemble.forest\"") || _import(\""ensemble.stacking\"") ||  || _import(\""regression\"") || _import(\""regression.base\"") || _import(\""regression.earth\"") || _import(\""regression.lasso\"") || _import(\""regression.linear\"") || _import(\""regression.mean\"") || _import(\""regression.pls\"") || _import(\""regression.tree\"") ||  || _import(\""multitarget\"") || _import(\""multitarget.tree\"") ||  || _import(\""multilabel\"") || _import(\""multilabel.multibase\"") || _import(\""multilabel.br\"") || _import(\""multilabel.lp\"") || _import(\""multilabel.mlknn\"") || _import(\""multilabel.brknn\"") || _import(\""multilabel.mulan\"") ||  || _import(\""associate\"") ||  || _import(\""distance\"") ||  || _import(\""wrappers\"") ||  || _import(\""featureConstruction\"") || _import(\""featureConstruction.univariate\"") || _import(\""featureConstruction.functionDecomposition\"") ||  || _import(\""evaluation\"") || _import(\""evaluation.scoring\"") || _import(\""evaluation.testing\"") ||  || _import(\""clustering\"") || _import(\""clustering.kmeans\"") || _import(\""clustering.hierarchical\"") || _import(\""clustering.consensus\"") ||  || _import(\""misc\"") ||  || _import(\""utils\"") #TODO hide utils from the user || _import(\""utils.environ\"") || _import(\""utils.counters\"") || _import(\""utils.addons\"") || _import(\""utils.render\"") || _import(\""utils.serverfiles\"") ||  || _import_addons() || \""\""\""",No
"\""\""\"" || Use DGLGraph || ============ ||  || In this tutorial; we introduce how to use our graph class -- ``DGLGraph``. || The ``DGLGraph`` is the very core data structure in our library. It provides the basic || interfaces to manipulate graph structure; set\/get node\/edge features and convert || from\/to many other graph formats. You can also perform computation on the graph || using our message passing APIs. (TODO: give a link here to the message passing doc) || \""\""\""",No
TODO I duplicate some node features.,Yes
TODO: all all the SGD features from PyTorch's SGD,No
TODO implement this feature using MultiPointerTensor,Yes
TODO: Avoid using undocumented feature,Yes
todo: Optimizers do not yet support static graph feature.,Yes
TODO: load pretrained embeddings to check sizes,No
TODO: support training mode?,Yes
TODO: Fix training parameter,Yes
TODO Restore our CNN from trained data,Yes
"\""\""\""TODO Implement controller ||  || Example request with tasks to the API: || { ||     'userId': 20; ||     'commandTemplate': 'CUDA_VISIBLE_DEVICES={CVD} train.py --task-id {TID}'; ||     'values': [ ||         {'hostname': 'galileo'; 'CVD': 0; 'TID': 'ps'}; ||         {'hostname': 'galileo'; 'CVD': 1; 'TID': 'worker'}; ||         {'hostname': 'galileo'; 'CVD': 1; 'TID': 'worker'}; ||         {'hostname': 'galileo'; 'CVD': 1; 'TID': 'worker'}; ||     ] || } || \""\""\""",Yes
TODO: Run beam search whenever self.training is False so that we can get,Yes
TODO(xhebraj) implement return of train\/test\/validation,Yes
@todo only pick training images!!!,Yes
TODO: cross-validations or at least train\/test split,Yes
.conv(3; 3; 64; 1; 1; name='conv1_2'; trainable=True)     # TODO,No
Needs to restore the other hyper-parameters\/states for training; (TODO xinlei) I have,No
"\""\""\""An implementation of the overfitting test for the Transformer model. ||  || A simple test; which often signifies bugs in the implementation of a model; is the overfitting test. To that end; the || considered model is trained and evaluated on the same tiny dataset; which it should be able to overfit easily. || Therefore; the final model should yield very high probabilities for the desired target values. If this is not the case; || however; then there is probably something wrong with the tested model and\/or its implementation. ||  || TODO: explain a bit more || \""\""\""",No
FIXME: for 'rest' to be able to contain parens; would need constraint,Yes
TODO: need to put all trainable layer types here,Yes
TODO: check for train_info.json in a few different places,Yes
TODO: Use sliding windows so detection can be run and trained on,Yes
TODO: find a better\/general way of handling training dynamics,Yes
TODO: Remove the constraint that forces columns to be sorted,Yes
''' || Test action recognition on || (1) a video; (2) a folder of images; (3) or web camera. ||  || Input: ||     classes: data_proc\/classes.csv # TODO: change this to a config file ||     model: model\/trained_classifier.pickle ||  || Output: ||     result video:    output\/${video_name}\/video.avi ||     result skeleton: output\/${video_name}\/skeleton_res\/XXXXX.txt ||     visualization by cv2.imshow() in img_displayer || ''',No
X_train = X_train \/ 127.5 - 1.  #TODO,No
FIXME stop and start training!!,Yes
''' || * todo || * bcolz.set_nthreads(nthreads) || * bucket sampling ||  ||  || --- ||  || same bucket algorithm; with indexing: ||  || figure out the sizes required from each generation based on buckets (easy; any rounding issues; || drop from oldest generation) ||  || create a range(n) where n is the size of a generation.  shuffle.  remove head or tail until size. || [old version removed tail; but it doesn't matter] ||  || combine all (need to offset start index of each generation data] ||  || shuffle. ||  || --- ||  || old algo for validation set: || * no shuffling done on generation.  ie always the same last n of the generation data. || * any buckets < 1.0; threw away tail || * was shuffled before training ||  || --- ||  ||  || # XXX call samples -> observations (from self play). ||  ||  || # steps: ||  || init || ---- || * read summary file (gendata_summary.json); and validate against cache || * if no cache \/ summary file.  delete any spurious files.  Create. || * Validate existing files (md5sum). ||  ||  || sync || ---- || * check directory for any recent files. || * read new data; and preprocessed into numpy arrays (as generator) || * append numpy data to cache || * update the summary ||  ||  || create an indexer || ----------------- || * specify from buckets || * init: how to do this?  Should be a bunch of ranges; I guess. || * resample_data\/validation_data() both create a chunk indexer || * what about weightings?  Future step. ||  ||  || generator || --------- || * bcolz generator.  yields batches. ||  || * inputs: ||   * cache & chunk indexer ||  || * evaluation speed tests ||  ||  || callbacks || --------- || * before each epoch.  Idea is to keep epochs small (1 million) ||  ||  ||  ||  ||  || missing from train.py: ||  ||  ||     def verify_samples(self; sm): ||         # create a basestate ||         basestate = sm.new_base_state() ||  ||         counters = [Counter(); Counter()] ||         max_values = [{}; {}] ||         min_values = [{}; {}] ||         for s in self.samples: ||             basestate.from_list(decode_state(s.state)) ||             sm.update_bases(basestate) ||  ||             # get legals... ||             for ri in range(2): ||                 ls = sm.get_legal_state(ri) ||                 policy = s.policies[ri] ||                 for legal in ls.to_list(): ||                     found = False ||                     for ll; pp in policy: ||                         if ll == legal: ||                             max_values[ri][legal] = max(max_values[ri].get(legal; -1); pp) ||                             min_values[ri][legal] = min(max_values[ri].get(legal; 2); pp) ||                             found = True ||                             break ||                     assert found ||                     counters[ri][legal] += 1 ||  ||  ||  ||  ||  ||     def debug(self): ||         # good to see some outputs ||         for x in (10; 420; 42): ||             log.info('train input; shape: %s.  Example: %s' % (self.inputs.shape; self.inputs[x])) ||             for o in self.outputs: ||                 log.info('train output; shape: %s.  Example: %s' % (o.shape; o[x])) ||  ||  || # XXX add tests || class Buckets(object): ||     def __init__(self; bucket_def): ||         self.bucket_def = bucket_def ||  ||     def get(self; depth; max_depth): ||         if not self.bucket_def: ||             return 1.0 ||  ||         for idx; (cut_off; pct) in enumerate(self.bucket_def): ||             if cut_off <= 0: ||                 return self.get2(depth; max_depth; self.bucket_def[idx:]) ||  ||             if depth < cut_off: ||                 return pct ||  ||     def get2(self; depth; max_depth; stripped_def): ||         assert len(stripped_def) == 1 ||         return stripped_def[0][1] ||  ||  || ''',No
"\""\""\""Problem definitions for Allen Brain Atlas problems. ||  || Notes: ||  ||   * TODO(cwbeitel): Want to be able to increase up-sampling ratio and\/or ||     in-paint fraction over the course of training. This could be done by ||     defining a range of problems or perhaps more aptly with an hparam ||     that is dialed up depending on training performance. ||  || \""\""\""",No
"TODO: Do stuff with \""remainder\"" training data",Yes
TODO: uncomment to train on all data,Yes
TODO: kg_vector for training,No
TODO: remove to add kg_vector for training,Yes
TODO: apply constrain on training set size,Yes
TODO: support integer; category; and basic scipy.optimize constraints,Yes
todo training on the first graph only!,No
TODO: handle each of ModeKeys.{EVAL;TRAIN;PREDICT},Yes
TODO: Deprecated; Update with tf.train.MonitoredTrainingSession,Yes
TODO: Darknet region training includes extra coordinate loss for early,Yes
TODO: train step makes cross_entropy NAN,No
TODO: train step makes cross_entropy NAN,Yes
TODO implement resuming a training,No
TODO does the imported retrain function take this path?,No
TODO: maybe we should use arc_pred sometimes in training??,Yes
TODO Check constraint algorithms + optimise,Yes
TODO Maybe switch to using predicted arcs towards end of training,Yes
TODO: I think this checking should be removed (already checked in trainer init),Yes
Needs to restore the other hyperparameters\/states for training; (TODO xinlei) I have,No
TODO: codeup a while loop - dry iterations (non training). or may be have a separate,No
TODO: for compatibility reason; remove once we retrain,No
"TODO fix Delta.arg_constraints[\""v\""] to be a",Yes
"TODO fix Dirichlet.arg_constraints[\""concentration\""] to be a",Yes
"TODO fix DirichletMultinomial.arg_constraints[\""concentration\""] to be a",Yes
TODO fix LowRankMultivariateNormal.arg_constraints upstream,Yes
TODO add temperature to RelaxedBernoulli.arg_constraints upstream,Yes
TODO: Change this to per_gpu_train_batch_size,Yes
"\""\""\"" || What's the best way to develop a new pretraining script? ||  || Dynamic masking straight from text. || Abtract out the gradient accumulation functionality. Tracking loss; acc variables within the accumulator rather than outside. || Incorporate the new transformers version. Be willing to lose my current work. ||  || # TODO: Should we include special tokens? <BOS>; <EOS>. || # TODO: Weight sharing between generator and discriminator; only token embeddings. ||  || \""\""\""",No
"\""\""\"" || Batch sizes: 32 = 5GB memory; 128 = 17GB ||  || The \""read -1 expected ...\"" errors are harmless and come from Docker. See https:\/\/github.com\/horovod\/horovod\/issues\/503 || Running Docker in privileged mode (docker run --privileged) solves the issue. ||  || Dataset handling: Lots of empty lines; use dataset.filter() to eliminate those. || For now; just grab one sentence. || TODO: Combine two segments into a single example. https:\/\/github.com\/google-research\/electra\/blob\/master\/build_pretraining_dataset.py || TODO: Add zero-padding for shorter sequences ||  || nlp feature request: Select from dataset with arbitrary slices || `nlp` package tutorial: https:\/\/colab.research.google.com\/github\/huggingface\/nlp\/blob\/master\/notebooks\/Overview.ipynb || \""\""\""",No
TODO: Limit code duplication between train_step and val_step.,Yes
todo: make this script capable of training and annotating corpora,Yes
(TODO): Perhaps compress the training files after pasting them together?,Yes
"\""\""\"" || class GQCNNTrainingProgress(object): ||     def __init__(self; total_epochs): ||         self._training_status = GQCNNTrainingStatus.NOT_STARTED ||         self._epoch = np.nan ||         self._total_epochs = total_epochs || #        self._train_error = np.nan || #        self._val_error = np.nan || #        self._train_loss = np.nan || #        self._val_loss = np.nan ||  ||     @property ||     def training_status(self): ||         return self._training_status ||  ||     @property ||     def epoch(self): ||         return self._epoch ||  ||     @property ||     def total_epochs(self): ||         return self._total_epochs ||  ||     @training_status.setter ||     def training_status(self; status): ||         assert status in GQCNNTrainingStatus.__dict__.keys(); 'Invalid training status \""{}\""'.format(status) #TODO: @Vishal this is kind of jank but still works ||         self._training_status = training_status ||  ||     @epoch.setter ||     def epoch(self; epoch): ||         self._epoch = epoch || \""\""\""",No
TODO (Neil): Enable both train and validation,Yes
TODO: support training mode?,No
TODO: need more arguments for full training,Yes
TODO Reconsider the place of these splits. Perhaps train\/dev\/test,Yes
TODO Probably should be hardcoding the list of train\/dev\/test utterances,Yes
TODO Perhaps the ReadyCorpus train_prefixes variable should be a,Yes
TODO This logic should be changed. The number of training instances,Yes
# FIXME: need standard format for train\/test\/inputs\/targets,Yes
# FIXME: combine results from train and test,Yes
TODO: Extend to multifidelity problems by adding training_pts = {'approx': {}},Yes
"\""\""\"" || Author: Dr. Mohamed Amine Bouhlel <mbouhlel@umich.edu> ||  || Some functions are copied from gaussian_process submodule (Scikit-learn 0.14) ||  || TODO: || - Add additional points GEKPLS1; GEKPLS2 and so on ||  || - define outputs['sol'] = self.sol ||  || - debug _train: self_pkl = pickle.dumps(obj) ||                            cPickle.PicklingError: Can't pickle <type 'function'>: attribute lookup __builtin__.function failed ||  || \""\""\""",Yes
"\""\""\"" || Author: Dr. Mohamed Amine Bouhlel <mbouhlel@umich.edu> ||  || Some functions are copied from gaussian_process submodule (Scikit-learn 0.14) ||  || TODO: || - define outputs['sol'] = self.sol ||  || - debug _train: self_pkl = pickle.dumps(obj) ||                            cPickle.PicklingError: Can't pickle <type 'function'>: attribute lookup __builtin__.function failed ||  || \""\""\""",Yes
"\""\""\"" || Author: Dr. Mohamed Amine Bouhlel <mbouhlel@umich.edu> ||  || Some functions are copied from gaussian_process submodule (Scikit-learn 0.14) ||  || TODO: || - fail_iteration and nb_iter_max to remove from options || - define outputs['sol'] = self.sol ||  || - debug _train: self_pkl = pickle.dumps(obj) ||                            cPickle.PicklingError: Can't pickle <type 'function'>: attribute lookup __builtin__.function failed ||  || \""\""\""",Yes
TODO: Extend to multifidelity problems by adding training_points = {'approx': {}},Yes
TODO -- could use BFGS for this (unconstrained) optimization as well -- everytime for min of mean,Yes
TODO: save trained strategy on disk,Yes
TODO: Add training commands,Yes
TODO: Add support for training,Yes
TODO: Constraints: 3-128 alphanumeric characters; parentheses (()); square brackets ([]); spaces ( ); periods (.); slashes (\/); dashes (-); single quotes ('); at-signs (@); or underscores(_),No
TODO: add mlm back to pretrain,Yes
TODO weights = tf.mul(train_labels; class_weight),No
TODO Build trainer class,No
TODO implement multi-gpu training and compare performance,Yes
TODO: Add student training test code.,Yes
3. transform to train\/valid data to standardized format #TODO change to multi-processing version for train,Yes
TODO(jerry): Implement training resume,Yes
TODO: Allow providing separate train_input; train_target dataframes; or the full df,Yes
TODO add a pretrained model?,Yes
TODO: Create a random minibatch of training data and labels; storing  #,Yes
TODO: note this is the opposite of train_miccai and it might be confusing.,Yes
TODO: support evaluation on training split,Yes
TODO: refactor forward_train in two stage to reduce code redundancy,Yes
"TODO: I think this should be a \""sampler\"" class and moved to training.py. To keep this file generic-sampling.",Yes
TODO: Move config in train\/test cfg.,Yes
TODO: Merge with same in trainSessionParams,Yes
todo need load vocabulary of tokens from pretrain; but labels from real task.,Yes
from model.bert_model import BertModel # TODO TODO TODO test whether pretrain can boost perofrmance with other model,No
"\""\""\""Data augmentation functionality. Passed as callable transformations to || Dataset classes. ||  || The data augmentation procedures were interpreted from @weiliu89's SSD paper || http:\/\/arxiv.org\/abs\/1512.02325 ||  || TODO: explore https:\/\/github.com\/ncullen93\/torchsample\/blob\/master\/torchsample\/transforms ||     for any useful tranformations || TODO: implement data_augment for training ||  || Ellis Brown || \""\""\""",Yes
TODO: For full training; put preprocessing inside training loop.,No
TODO: implement passing of SVMlight parameters from train() to learn(),Yes
TODO: Make orthographic heuristic less susceptible to overtraining,Yes
"TODO check \""Tips for mask refinement (optional after >15k iters)\"" => https:\/\/render.githubusercontent.com\/view\/ipynb?commit=87d6e7a28ce754acd38d885367b6ceb0be92ec54&enc_url=68747470733a2f2f7261772e67697468756275736572636f6e74656e742e636f6d2f7368616f616e6c752f66616365737761702d47414e2f383764366537613238636537353461636433386438383533363762366365623062653932656335342f46616365537761705f47414e5f76325f737a3132385f747261696e2e6970796e62&nwo=shaoanlu%2Ffaceswap-GAN&path=FaceSwap_GAN_v2_sz128_train.ipynb&repository_id=115182783&repository_type=Repository#Tips-for-mask-refinement-(optional-after-%3E15k-iters)",No
TODO: Parallel this part to make it train faster,Yes
TODO: Try different dropout schemes. On the small training set; every kind of dropout,Yes
TODO: If plotting; self.plot_train will be empty,Yes
FIXME this does not train for some reason,Yes
"\""\""\""Deploy Slim models across multiple clones and replicas. ||  || # TODO(sguada) docstring paragraph by (a) motivating the need for the file and || # (b) defining clones. ||  || # TODO(sguada) describe the high-level components of model deployment. || # E.g. \""each model deployment is composed of several parts: a DeploymentConfig; || # which captures A; B and C; an input_fn which loads data.. etc ||  || To easily train a model on multiple GPUs or across multiple machines this || module provides a set of helper functions: `create_clones`; || `optimize_clones` and `deploy`. ||  || Usage: ||  ||     g = tf.Graph() ||  ||     # Set up DeploymentConfig ||     config = model_deploy.DeploymentConfig(num_clones=2; clone_on_cpu=True) ||  ||     # Create the global step on the device storing the variables. ||     with tf.device(config.variables_device()): ||         global_step = slim.create_global_step() ||  ||     # Define the inputs ||     with tf.device(config.inputs_device()): ||         images; labels = LoadData(...) ||         inputs_queue = slim.data.prefetch_queue((images; labels)) ||  ||     # Define the optimizer. ||     with tf.device(config.optimizer_device()): ||         optimizer = tf.train.MomentumOptimizer(FLAGS.learning_rate; FLAGS.momentum) ||  ||     # Define the model including the loss. ||     def model_fn(inputs_queue): ||         images; labels = inputs_queue.dequeue() ||         predictions = CreateNetwork(images) ||         slim.losses.log_loss(predictions; labels) ||  ||     model_dp = model_deploy.deploy(config; model_fn; [inputs_queue]; ||                                    optimizer=optimizer) ||  ||     # Run training. ||     slim.learning.train(model_dp.train_op; my_log_dir; ||                                             summary_op=model_dp.summary_op) ||  || The Clone namedtuple holds together the values associated with each call to || model_fn: ||     * outputs: The return values of the calls to `model_fn()`. ||     * scope: The scope used to create the clone. ||     * device: The device used to create the clone. ||  || DeployedModel namedtuple; holds together the values needed to train multiple || clones: ||     * train_op: An operation that run the optimizer training op and include ||         all the update ops created by `model_fn`. Present only if an optimizer ||         was specified. ||     * summary_op: An operation that run the summaries created by `model_fn` ||         and process_gradients. ||     * total_loss: A `Tensor` that contains the sum of all losses created by ||         `model_fn` plus the regularization losses. ||     * clones: List of `Clone` tuples returned by `create_clones()`. ||  || DeploymentConfig parameters: ||     * num_clones: Number of model clones to deploy in each replica. ||     * clone_on_cpu: True if clones should be placed on CPU. ||     * replica_id: Integer.  Index of the replica for which the model is ||             deployed.  Usually 0 for the chief replica. ||     * num_replicas: Number of replicas to use. ||     * num_ps_tasks: Number of tasks for the `ps` job. 0 to not use replicas. ||     * worker_job_name: A name for the worker job. ||     * ps_job_name: A name for the parameter server job. ||  || TODO(sguada): ||     - describe side effect to the graph. ||     - what happens to summaries and update_ops. ||     - which graph collections are altered. ||     - write a tutorial on how to use this. ||     - analyze the possibility of calling deploy more than once. ||  ||  || \""\""\""",No
TODO add a field _train; _test ; _dev in the unified dataset,No
TODO: Rewrite this function to match inputs_train().,Yes
TODO train.txt,No
TODO Wrapper for all used dataset wrappers; that creates the train.txt; test.txt; dev.txt,No
TODO Acquire train data.,Yes
tf.train.NanTensorHook(loss); TODO fix,Yes
TODO: Removed for now. Complete training first.,Yes
tf.train.NanTensorHook(loss); TODO fix,No
TODO: Known issue: Item coverage here is not considering as recommendable items those who were not in the train set,Yes
FIXME for fast training. when it comes to service; comment out,Yes
TODO: Save results for this classifier\/trainingset in database,Yes
FIXME: Enforce this for META only. The problem is the TrainingSet class; which doesn't know about which classifier is running it,Yes
ToDo: Stop if details indicate that training failed.,Yes
TODO: Implement grid search training,Yes
Todo: combine training,Yes
TODO: this is bad solution to resume the training,Yes
TODO: Verify that we need to split into training and validation or into inputs and expected_outputs.,Yes
@todo: not sure whether it is absoluately necessary in training.,Yes
TODO: change n_entity to n_train_entity and n_unseen_entity;,Yes
TODO: Change to tf.contrib.training.bucket_by_sequence_length,Yes
TODO: Specify also the weights if pre-trained,Yes
TODO: Make a line that adds a point at each trained batch (Or percentage being updated),Yes
TODO: better to use trainable=False?,Yes
g.load(sess; self.save_dir; ckpt_name)  # TODO: use previously trained gan,Yes
TODO: add self-trained cartoongan: MODE,Yes
TODO: adversarial training code,Yes
TODO: implement parameter constraints,Yes
tmp.set_state(abatch.get('train')) # TODO: fix,No
TODO: remove special constraint for Bernoulli case,Yes
TODO: re-implement support for constraint satisfaction method,Yes
TODO: re-implement support for constraint satisfaction method as needed,Yes
TODO: Darknet region training includes extra coordinate loss for early,No
todo: For these operations it is impossible to guess the size and all constrains on the matrix,No
todo: For these expectations it is impossible to guess the size and all constrains on the matrix,No
TODO implement train_set_mask! Currently BROKEN.,Yes
TODO implement train_set_mask!,Yes
TODO implement train_test split,Yes
TODO use self.X_train_norm_squared_,Yes
TODO: Fix the train generator code,Yes
TODO dynamic decode defined scope here! train has to do this too,No
compute a metric for training set (TODO: change to validation),No
TODO: retrain for -1 fold,Yes
todo include training data into measures,Yes
TODO: replace get_trainign data by get using the training data name,Yes
"\""\""\""Deploy Slim models across multiple clones and replicas. ||  || To easily train a model on multiple GPUs or across multiple machines this || module provides a set of helper functions: `create_clones`; || `optimize_clones` and `deploy`. ||  || Usage: ||  ||   g = tf.Graph() ||  ||   # Set up DeploymentConfig ||   config = model_deploy.DeploymentConfig(num_clones=2; clone_on_cpu=True) ||  ||   # Create the global step on the device storing the variables. ||   with tf.device(config.variables_device()): ||     global_step = slim.create_global_step() ||  ||   # Define the inputs ||   with tf.device(config.inputs_device()): ||     images; labels = LoadData(...) ||     inputs_queue = slim.data.prefetch_queue((images; labels)) ||  ||   # Define the optimizer. ||   with tf.device(config.optimizer_device()): ||     optimizer = tf.train.MomentumOptimizer(FLAGS.learning_rate; FLAGS.momentum) ||  ||   # Define the model including the loss. ||   def model_fn(inputs_queue): ||     images; labels = inputs_queue.dequeue() ||     predictions = CreateNetwork(images) ||     slim.losses.log_loss(predictions; labels) ||  ||   model_dp = model_deploy.deploy(config; model_fn; [inputs_queue]; ||                                  optimizer=optimizer) ||  ||   # Run training. ||   slim.learning.train(model_dp.train_op; my_log_dir; ||                       summary_op=model_dp.summary_op) ||  || The Clone namedtuple holds together the values associated with each call to || model_fn: ||   * outputs: The return values of the calls to `model_fn()`. ||   * scope: The scope used to create the clone. ||   * device: The device used to create the clone. ||  || DeployedModel namedtuple; holds together the values needed to train multiple || clones: ||   * train_op: An operation that run the optimizer training op and include ||     all the update ops created by `model_fn`. Present only if an optimizer ||     was specified. ||   * summary_op: An operation that run the summaries created by `model_fn` ||     and process_gradients. ||   * total_loss: A `Tensor` that contains the sum of all losses created by ||     `model_fn` plus the regularization losses. ||   * clones: List of `Clone` tuples returned by `create_clones()`. ||  || DeploymentConfig parameters: ||   * num_clones: Number of model clones to deploy in each replica. ||   * clone_on_cpu: True if clones should be placed on CPU. ||   * replica_id: Integer.  Index of the replica for which the model is ||       deployed.  Usually 0 for the chief replica. ||   * num_replicas: Number of replicas to use. ||   * num_ps_tasks: Number of tasks for the `ps` job. 0 to not use replicas. ||   * worker_job_name: A name for the worker job. ||   * ps_job_name: A name for the parameter server job. ||  || TODO(sguada): ||   - describe side effect to the graph. ||   - what happens to summaries and update_ops. ||   - which graph collections are altered. ||   - write a tutorial on how to use this. ||   - analyze the possibility of calling deploy more than once. ||  ||  || \""\""\""",No
TODO: compare trained and enrolled values?,Yes
# TODO: do we want gains\/biases to be trainable?,Yes
TODO: should we disable training on connections to learning,No
TODO: why does training fail if we probe out instead of out.neurons?,No
TODO: remove this hack after we re-train w2v without OOV rows,Yes
TODO: is it useful? How to delimitate train & test dataset?,Yes
Keep only the folders that contain validation.csv and training.csv TODO: Why?,No
FIXME: color mapping scheme is hardcoded for now because of memory constraint; To be fixed.,Yes
TODO: return the result of train_and_evaluate.,Yes
TODO: Decoder training stream mask!,No
TODO: make sparse layer respond to train,Yes
TODO (johngiorgi): read up on train_test_split; do I want to shuffle?,No
TODO (johngiorgi): the way I get train\/test partitions is likely copying,No
TODO (johngiorgi): begin writing tests; start with _split_train_valid,No
